Name,Platform,Year,Genre,Publisher,Global_Sales,Total_Regional_Sales,Sales_Diff
Rugrats: Royal Ransom,GC,2002.0,Platform,THQ,0.17,0.16,0.010000000000000009
Major League Baseball 2K5,PS2,2005.0,Sports,Take-Two Interactive,1.48,1.47,0.010000000000000009
Open Season,GC,2006.0,Platform,Ubisoft,0.17,0.16,0.010000000000000009
The House of the Dead 2 & 3 Return,Wii,2008.0,Shooter,Sega,1.47,1.46,0.010000000000000009
Mobile Suit Gundam: Encounters in Space,PS2,2003.0,Simulation,Namco Bandai Games,0.72,0.71,0.010000000000000009
Wheel of Fortune,PS,1998.0,Misc,Hasbro Interactive,1.26,1.25,0.010000000000000009
Super Monkey Ball Jr.,GBA,2002.0,Puzzle,Atari,0.72,0.71,0.010000000000000009
Army Men: Green Rogue,PS,2001.0,Action,3DO,0.07,0.06,0.010000000000000009
LEGO Batman 2: DC Super Heroes,Wii,2012.0,Action,Warner Bros. Interactive Entertainment,1.46,1.45,0.010000000000000009
Kamen Rider: Dragon Knight,Wii,2009.0,Fighting,D3Publisher,0.07,0.06,0.010000000000000009
Major League Baseball 2K6,GC,2006.0,Sports,Take-Two Interactive,0.17,0.16,0.010000000000000009
The Grim Adventures of Billy & Mandy,GC,2006.0,Action,Midway Games,0.17,0.16,0.010000000000000009
Hasbro Family Game Night,Wii,2008.0,Puzzle,Electronic Arts,1.45,1.44,0.010000000000000009
Ratchet & Clank Collection,PS3,2012.0,Action,Sony Computer Entertainment,0.73,0.72,0.010000000000000009
Sonic Rivals,PSP,2006.0,Racing,Sega,1.44,1.43,0.010000000000000009
Beyblade VForce: Ultimate Blader Jam,GBA,2003.0,Action,Atari,0.73,0.72,0.010000000000000009
ATV: Quad Power Racing,GBA,2002.0,Racing,Liquid Games,0.26,0.25,0.010000000000000009
NCAA Football 2003,PS2,2002.0,Sports,Electronic Arts,1.44,1.43,0.010000000000000009
Real World Golf,PS2,2005.0,Sports,Valcon Games,0.11,0.09999999999999999,0.010000000000000009
Dynasty Tactics 2,PS2,2003.0,Strategy,Tecmo Koei,0.11,0.09999999999999999,0.010000000000000009
SSX 3,XB,2003.0,Sports,Electronic Arts,0.39,0.38,0.010000000000000009
Constantine,PS2,2005.0,Action,SCi,0.11,0.09999999999999999,0.010000000000000009
Classic NES Series: Super Mario Bros.,GBA,2004.0,Platform,Nintendo,1.43,1.42,0.010000000000000009
Anubis II,Wii,2007.0,Platform,Metro 3D,0.07,0.06,0.010000000000000009
F1 2011,X360,2011.0,Racing,Codemasters,0.73,0.72,0.010000000000000009
LEGO Racers,N64,1999.0,Racing,LEGO Media,0.71,0.7,0.010000000000000009
LEGO Harry Potter: Years 1-4,PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.71,0.7,0.010000000000000009
Dragon Ball Z: Battle of Z,PS3,2014.0,Fighting,Namco Bandai Games,0.33,0.32,0.010000000000000009
Desert Falcon,2600,1987.0,Shooter,Atari,0.26,0.25,0.010000000000000009
Pokemon Pinball: Ruby & Sapphire,GBA,2003.0,Misc,Nintendo,1.56,1.55,0.010000000000000009
MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment,0.33,0.32,0.010000000000000009
World of Zoo,DS,2009.0,Simulation,THQ,0.7,0.69,0.010000000000000009
Scooby-Doo! and the Spooky Swamp,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.4,0.39,0.010000000000000009
Rise of the Tomb Raider,X360,2015.0,Adventure,Square Enix,0.4,0.39,0.010000000000000009
Transformer: Rise of the Dark Spark,XOne,2014.0,Action,Activision,0.11,0.09999999999999999,0.010000000000000009
Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.11,0.09999999999999999,0.010000000000000009
Mario Party 10,WiiU,2015.0,Misc,Nintendo,1.55,1.54,0.010000000000000009
Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,0.11,0.09999999999999999,0.010000000000000009
Phineas and Ferb: Across the 2nd Dimension,PS3,2011.0,Action,Disney Interactive Studios,0.33,0.32,0.010000000000000009
Die Hard Trilogy,PS,1996.0,Shooter,Fox Interactive,1.54,1.53,0.010000000000000009
Pitfall 3D: Beyond the Jungle,PS,1998.0,Platform,Activision,0.33,0.32,0.010000000000000009
Hitman: Blood Money,X360,2006.0,Action,Eidos Interactive,0.4,0.39,0.010000000000000009
Call of Duty: Modern Warfare: Reflex Edition,Wii,2009.0,Shooter,Activision,1.53,1.52,0.010000000000000009
Football Manager 2014,PC,2013.0,Sports,Sega,0.71,0.7,0.010000000000000009
Suzuki TT Superbikes,PS2,2005.0,Racing,Jester Interactive,0.4,0.39,0.010000000000000009
NBA Live 2000,PS,1998.0,Sports,Electronic Arts,1.52,1.51,0.010000000000000009
Spider-Man 2,PSP,2005.0,Action,Activision,0.71,0.7,0.010000000000000009
Ratchet & Clank: Into the Nexus,PS3,2013.0,Shooter,Sony Computer Entertainment,0.71,0.7,0.010000000000000009
Cold Stone Creamery: Scoop It Up,Wii,2009.0,Misc,Zoo Games,0.07,0.06,0.010000000000000009
BattleTanx,N64,1998.0,Action,3DO,0.33,0.32,0.010000000000000009
FIFA Street 3,PS3,2008.0,Sports,Electronic Arts,0.33,0.32,0.010000000000000009
Robotech: Invasion,PS2,2004.0,Shooter,Global Star,0.11,0.09999999999999999,0.010000000000000009
Simpsons Wrestling,PS,2001.0,Fighting,Electronic Arts,1.51,1.5,0.010000000000000009
Monopoly,PS,1997.0,Misc,Hasbro Interactive,1.51,1.5,0.010000000000000009
Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,Konami Digital Entertainment,0.71,0.7,0.010000000000000009
The Guided Fate Paradox,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.06,0.010000000000000009
TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,0.07,0.06,0.010000000000000009
Metal Slug 4 & 5,PS2,2005.0,Shooter,SNK Playmore,0.11,0.09999999999999999,0.010000000000000009
Star Wars: The Force Unleashed II,Wii,2010.0,Action,LucasArts,0.8,0.79,0.010000000000000009
Operation: Vietnam,DS,2007.0,Shooter,Majesco Entertainment,0.07,0.06,0.010000000000000009
NBA 2K12,Wii,2011.0,Sports,Take-Two Interactive,0.36,0.35,0.010000000000000009
Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,Konami Digital Entertainment,0.38,0.37,0.010000000000000009
EA Replay,PSP,2006.0,Action,Electronic Arts,0.11,0.09999999999999999,0.010000000000000009
Dragon Ball Z: Attack of the Saiyans,DS,2009.0,Role-Playing,Namco Bandai Games,0.38,0.37,0.010000000000000009
Dynasty Warriors 6,PS2,2008.0,Action,Tecmo Koei,0.25,0.24,0.010000000000000009
DanceDanceRevolution,Wii,2010.0,Simulation,Konami Digital Entertainment,0.36,0.35,0.010000000000000009
Ben 10: Protector of Earth,PS2,2007.0,Action,D3Publisher,0.84,0.83,0.010000000000000009
Marvel Super Hero Squad,Wii,2009.0,Fighting,THQ,0.38,0.37,0.010000000000000009
Defiance,PS3,2013.0,Shooter,Trion Worlds,0.36,0.35,0.010000000000000009
Imagine: Zookeeper,DS,2009.0,Simulation,Ubisoft,0.25,0.24,0.010000000000000009
U-Sing,Wii,2009.0,Misc,Mindscape,0.36,0.35,0.010000000000000009
Top Angler: Real Bass Fishing,PS2,2002.0,Sports,Xicat Interactive,0.11,0.09999999999999999,0.010000000000000009
Metroid: Zero Mission,GBA,2004.0,Adventure,Nintendo,0.84,0.83,0.010000000000000009
Glover,PS,1999.0,Platform,Atari,0.17,0.16,0.010000000000000009
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006.0,Adventure,Ubisoft,0.25,0.24,0.010000000000000009
MLB 2000,PS,1999.0,Sports,Sony Computer Entertainment,0.94,0.9299999999999999,0.010000000000000009
WRC: World Rally Championship,PS2,2001.0,Racing,Sony Computer Entertainment,0.25,0.24,0.010000000000000009
Kung Fu Panda,Wii,2008.0,Action,Activision,0.92,0.91,0.010000000000000009
Motor Toon Grand Prix (Japan),PS,1994.0,Racing,Sony Computer Entertainment,0.07,0.06,0.010000000000000009
Cars: Mater-National Championship,PS2,2007.0,Racing,THQ,0.25,0.24,0.010000000000000009
Lego Batman 3: Beyond Gotham,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.92,0.91,0.010000000000000009
Saban's Power Rangers: Lightspeed Rescue,N64,2000.0,Action,THQ,0.36,0.35,0.010000000000000009
The Evil Within,PS3,2014.0,Action,Bethesda Softworks,0.92,0.91,0.010000000000000009
Tetrisphere,N64,1997.0,Puzzle,Nintendo,0.36,0.35,0.010000000000000009
Dino Master: Dig Discover Duel,DS,2005.0,Strategy,Majesco Entertainment,0.07,0.06,0.010000000000000009
RC Revenge Pro,PS2,2000.0,Racing,Acclaim Entertainment,0.17,0.16,0.010000000000000009
Assassin's Creed III,WiiU,2012.0,Action,Ubisoft,0.36,0.35,0.010000000000000009
Hikaru no Go: Heian Gensou Ibunroku,PS,2002.0,Adventure,Konami Digital Entertainment,0.07,0.06,0.010000000000000009
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009.0,Action,Activision,0.91,0.9,0.010000000000000009
Toukiden Kiwami,PS4,2015.0,Action,Tecmo Koei,0.17,0.16,0.010000000000000009
MVP Baseball 2005,XB,2005.0,Sports,Electronic Arts,0.94,0.9299999999999999,0.010000000000000009
Glover,N64,1998.0,Platform,Hasbro Interactive,0.91,0.9,0.010000000000000009
Cubivore: Survival of the Fittest,GC,2002.0,Adventure,Nintendo,0.17,0.16,0.010000000000000009
Madden NFL 16,X360,2015.0,Sports,Electronic Arts,0.98,0.97,0.010000000000000009
Armor Ambush,2600,1981.0,Action,Mattel Interactive,0.17,0.16,0.010000000000000009
Death Trap,2600,1982.0,Action,Avalon Interactive,0.17,0.16,0.010000000000000009
NHL 2004,PS2,2003.0,Sports,Electronic Arts,0.97,0.96,0.010000000000000009
Mr. Do!'s Castle,2600,1983.0,Action,Parker Bros.,0.17,0.16,0.010000000000000009
Final Fantasy Type-0,XOne,2015.0,Role-Playing,Square Enix,0.25,0.24,0.010000000000000009
Gravitar,2600,1982.0,Action,Atari,0.38,0.37,0.010000000000000009
NCAA Basketball 09,PS3,2008.0,Sports,Electronic Arts,0.17,0.16,0.010000000000000009
Anarchy Reigns,X360,2012.0,Action,Sega,0.17,0.16,0.010000000000000009
The Sims 3: Seasons,PC,2012.0,Simulation,Electronic Arts,0.17,0.16,0.010000000000000009
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012.0,Shooter,Ubisoft,0.96,0.95,0.010000000000000009
Monster Jam: Path of Destruction,DS,2010.0,Racing,Activision,0.38,0.37,0.010000000000000009
Shinobi,PS2,2002.0,Platform,Sony Computer Entertainment,0.96,0.95,0.010000000000000009
EyeToy Play 2,PS2,2004.0,Misc,Sony Computer Entertainment,0.38,0.37,0.010000000000000009
Lost Kingdoms,GC,2002.0,Role-Playing,Activision,0.17,0.16,0.010000000000000009
Classic Action: Devilish,DS,2005.0,Misc,505 Games,0.07,0.06,0.010000000000000009
NBA 09: The Inside,PS2,2008.0,Sports,Sony Computer Entertainment,0.17,0.16,0.010000000000000009
Mousetrap / Operation / Simon,GBA,2005.0,Misc,DSI Games,0.17,0.16,0.010000000000000009
Midway Arcade Treasures,GC,2003.0,Misc,Midway Games,0.17,0.16,0.010000000000000009
Sega Superstars,PS2,2004.0,Misc,Sega,0.17,0.16,0.010000000000000009
Football Manager Handheld 2010,PSP,2009.0,Sports,Sega,0.36,0.35,0.010000000000000009
Guitar Hero: Metallica,Wii,2009.0,Misc,Activision,0.95,0.94,0.010000000000000009
Army of Two: The 40th Day,X360,2010.0,Shooter,Electronic Arts,0.95,0.94,0.010000000000000009
Lego Batman 3: Beyond Gotham,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.95,0.94,0.010000000000000009
Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.25,0.24,0.010000000000000009
Wolfenstein 3D,GBA,2002.0,Shooter,BAM! Entertainment,0.17,0.16,0.010000000000000009
Matchbox Cross Town Heroes,GBA,2002.0,Racing,THQ,0.17,0.16,0.010000000000000009
Monopoly,PS3,2008.0,Misc,Electronic Arts,0.36,0.35,0.010000000000000009
Mega Man Network Transmission,GC,2003.0,Platform,Capcom,0.17,0.16,0.010000000000000009
MX vs. ATV Reflex,PS3,2009.0,Racing,THQ,0.91,0.9,0.010000000000000009
Far Cry 4,X360,2014.0,Shooter,Ubisoft,0.98,0.97,0.010000000000000009
Garfield: Lasagna World Tour,PS2,2007.0,Action,Blast! Entertainment Ltd,0.17,0.16,0.010000000000000009
Wanted: Weapons of Fate,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.37,0.36,0.010000000000000009
Shrek Extra Large,GC,2002.0,Platform,TDK Mediactive,0.17,0.16,0.010000000000000009
Ninja Assault,PS2,2002.0,Shooter,Namco Bandai Games,0.11,0.09999999999999999,0.010000000000000009
James Bond 007: Everything or Nothing,GBA,2003.0,Shooter,Electronic Arts,0.17,0.16,0.010000000000000009
Hot Wheels: Beat That!,X360,2007.0,Racing,Activision,0.17,0.16,0.010000000000000009
SSX On Tour,GC,2005.0,Sports,Electronic Arts,0.17,0.16,0.010000000000000009
Deep Labyrinth,DS,2006.0,Action,505 Games,0.07,0.06,0.010000000000000009
Medieval II: Total War Gold Edition,PC,2008.0,Strategy,Sega,0.37,0.36,0.010000000000000009
Reloaded,PS,1996.0,Action,Gremlin Interactive Ltd,0.17,0.16,0.010000000000000009
World Destruction League: Thunder Tanks,PS,2000.0,Action,3DO,0.17,0.16,0.010000000000000009
Terminator 3: The Redemption,PS2,2004.0,Shooter,Atari,0.17,0.16,0.010000000000000009
FIFA Soccer 13,PSP,2012.0,Action,Electronic Arts,0.37,0.36,0.010000000000000009
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.17,0.16,0.010000000000000009
Monsters vs. Aliens,X360,2009.0,Action,Activision,0.17,0.16,0.010000000000000009
World Tour Soccer 2006,PS2,2004.0,Sports,Sony Computer Entertainment,0.17,0.16,0.010000000000000009
Catwoman,PS2,2004.0,Action,Electronic Arts,0.17,0.16,0.010000000000000009
Scooby-Doo! Classic Creep Capers,N64,2000.0,Action,THQ,0.37,0.36,0.010000000000000009
The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.11,0.09999999999999999,0.010000000000000009
Nightmare Creatures II,PS,2000.0,Action,Konami Digital Entertainment,0.17,0.16,0.010000000000000009
Gallop Racer 2001,PS2,2001.0,Sports,Tecmo Koei,0.17,0.16,0.010000000000000009
Army of Two: The 40th Day,PS3,2010.0,Shooter,Electronic Arts,0.85,0.84,0.010000000000000009
Turok: Rage Wars,N64,1999.0,Shooter,Acclaim Entertainment,0.37,0.36,0.010000000000000009
Gyakuten Saiban 3,GBA,2004.0,Adventure,Capcom,0.17,0.16,0.010000000000000009
CSI: Fatal Conspiracy,X360,2010.0,Adventure,Ubisoft,0.17,0.16,0.010000000000000009
Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010.0,Sports,Zoo Games,0.07,0.06,0.010000000000000009
N+,DS,2007.0,Platform,Atari,0.07,0.06,0.010000000000000009
Disney's Home on the Range,GBA,2004.0,Action,Disney Interactive Studios,0.17,0.16,0.010000000000000009
Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008.0,Misc,Disney Interactive Studios,0.17,0.16,0.010000000000000009
Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,Activision,0.37,0.36,0.010000000000000009
Tropix,DS,2008.0,Puzzle,Capcom,0.07,0.06,0.010000000000000009
Final Fantasy XI: Chains of Promathia,PS2,2004.0,Role-Playing,Square Enix,0.25,0.24,0.010000000000000009
The Naked Brothers Band: The Video Game,PS2,2008.0,Misc,THQ,0.17,0.16,0.010000000000000009
DJ Hero,PS3,2009.0,Misc,Activision,0.91,0.9,0.010000000000000009
OverBlood 2,PS,1998.0,Action,Evolution Games,0.07,0.06,0.010000000000000009
The Simpsons Game,PS3,2007.0,Action,Electronic Arts,0.91,0.9,0.010000000000000009
Turning Point: Fall of Liberty,PS3,2008.0,Shooter,Codemasters,0.25,0.24,0.010000000000000009
Surf's Up,Wii,2007.0,Sports,Ubisoft,0.17,0.16,0.010000000000000009
TouchMaster 2,DS,2008.0,Puzzle,Midway Games,0.9,0.89,0.010000000000000009
Batman Beyond: Return of the Joker,PS,2000.0,Action,Ubisoft,0.17,0.16,0.010000000000000009
Clock Tower II: The Struggle Within,PS,1998.0,Adventure,Human Entertainment,0.17,0.16,0.010000000000000009
Star Wars: The Force Unleashed,DS,2008.0,Action,LucasArts,0.9,0.89,0.010000000000000009
The Elder Scrolls Online,PC,2014.0,Role-Playing,Bethesda Softworks,0.9,0.89,0.010000000000000009
Pure,PS3,2008.0,Racing,Disney Interactive Studios,0.9,0.89,0.010000000000000009
Custom Robo Arena,DS,2006.0,Fighting,Nintendo,0.17,0.16,0.010000000000000009
Harry Potter: Quidditch World Cup,PS2,2003.0,Sports,Electronic Arts,0.9,0.89,0.010000000000000009
Dissidia 012: Duodecim Final Fantasy,PSP,2011.0,Fighting,Square Enix,0.89,0.88,0.010000000000000009
GRID,X360,2008.0,Racing,Codemasters,0.88,0.87,0.010000000000000009
Classic NES Series: Xevious,GBA,2004.0,Shooter,Nintendo,0.25,0.24,0.010000000000000009
F1 2010,X360,2010.0,Racing,Codemasters,0.89,0.88,0.010000000000000009
Off-World Interceptor Extreme,PS,1995.0,Racing,Crystal Dynamics,0.17,0.16,0.010000000000000009
Avatar: The Last Airbender - Into the Inferno,PS2,2008.0,Adventure,THQ,0.25,0.24,0.010000000000000009
The Sims 2: Castaway,PS2,2007.0,Simulation,Electronic Arts,0.37,0.36,0.010000000000000009
Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,0.37,0.36,0.010000000000000009
GunGriffon Blaze,PS2,2000.0,Simulation,Swing! Entertainment,0.11,0.09999999999999999,0.010000000000000009
Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,0.37,0.36,0.010000000000000009
VR Golf '97,PS,1996.0,Sports,Gremlin Interactive Ltd,0.17,0.16,0.010000000000000009
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006.0,Role-Playing,Namco Bandai Games,0.37,0.36,0.010000000000000009
Trauma Center: Under the Knife,DS,2005.0,Simulation,Nintendo,0.37,0.36,0.010000000000000009
NickToons: Racing,PS,2001.0,Racing,Hasbro Interactive,0.17,0.16,0.010000000000000009
ESPN NHL 2K5,PS2,2004.0,Sports,Global Star,0.88,0.87,0.010000000000000009
Green Day: Rock Band,Wii,2010.0,Misc,MTV Games,0.38,0.37,0.010000000000000009
Parodius,SAT,1995.0,Shooter,Konami Digital Entertainment,0.17,0.16,0.010000000000000009
Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,RTL,1.26,1.25,0.010000000000000009
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998.0,Sports,Konami Digital Entertainment,0.81,0.8,0.010000000000000009
Spider-Man: The Movie,GC,2002.0,Action,Activision,1.19,1.18,0.010000000000000009
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010.0,Racing,Sega,0.8,0.79,0.010000000000000009
Ninja: Shadow of Darkness,PS,1998.0,Action,Eidos Interactive,0.38,0.37,0.010000000000000009
Freddi Fish: Kelp Seed Mystery,Wii,2008.0,Adventure,Majesco Entertainment,0.07,0.06,0.010000000000000009
Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.11,0.09999999999999999,0.010000000000000009
NBA 2K3,GC,2002.0,Sports,Sega,0.16,0.15,0.010000000000000009
MX 2002 Featuring Ricky Carmichael,GBA,2001.0,Racing,THQ,0.16,0.15,0.010000000000000009
Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.35,0.33999999999999997,0.010000000000000009
Medal of Honor: Warfighter,X360,2012.0,Action,Electronic Arts,1.17,1.16,0.010000000000000009
WWE '13,Wii,2012.0,Action,THQ,0.16,0.15,0.010000000000000009
7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,0.16,0.15,0.010000000000000009
Guitar Hero: Metallica,X360,2009.0,Misc,Activision,0.81,0.8,0.010000000000000009
Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,0.16,0.15,0.010000000000000009
Ben 10: Alien Force,Wii,2008.0,Action,Koch Media,0.81,0.8,0.010000000000000009
Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.16,0.15,0.010000000000000009
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012.0,Puzzle,Level 5,0.81,0.8,0.010000000000000009
Elite Beat Agents,DS,2006.0,Misc,Nintendo,0.38,0.37,0.010000000000000009
Power Rangers Double Pack,GBA,2005.0,Action,THQ,0.16,0.15,0.010000000000000009
The Tale of Despereaux,DS,2008.0,Platform,Brash Entertainment,0.07,0.06,0.010000000000000009
Valkyrie Profile,PS,1999.0,Role-Playing,Enix Corporation,0.81,0.8,0.010000000000000009
Mr. Driller 2,GBA,2001.0,Puzzle,Namco Bandai Games,0.16,0.15,0.010000000000000009
F-Zero: GP Legend,GBA,2003.0,Racing,Nintendo,0.16,0.15,0.010000000000000009
Red Dead Redemption: Undead Nightmare,PS3,2010.0,Action,Take-Two Interactive,1.15,1.14,0.010000000000000009
LEGO Legends of Chima: Laval's Journey,PSV,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.16,0.15,0.010000000000000009
Star Wars: Empire at War - Gold Pack,PC,2007.0,Strategy,LucasArts,0.09,0.07999999999999999,0.010000000000000009
Iron Man 2,PSP,2010.0,Action,Sega,0.38,0.37,0.010000000000000009
Time Hollow,DS,2008.0,Adventure,Konami Digital Entertainment,0.16,0.15,0.010000000000000009
MediEvil II,PS,1999.0,Action,Sony Computer Entertainment,0.38,0.37,0.010000000000000009
NBA 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.8,0.79,0.010000000000000009
The Sims 2: Castaway,PSP,2007.0,Simulation,Electronic Arts,0.8,0.79,0.010000000000000009
Pilotwings,SNES,1990.0,Simulation,Nintendo,1.14,1.13,0.010000000000000009
Personal Trainer: Walking,DS,2008.0,Sports,Nintendo,0.79,0.78,0.010000000000000009
Pokemon XD: Gale of Darkness,GC,2005.0,Role-Playing,Nintendo,1.25,1.24,0.010000000000000009
Black,PS2,2006.0,Shooter,Electronic Arts,1.25,1.24,0.010000000000000009
RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari,1.25,1.24,0.010000000000000009
Alpha and Omega,DS,2010.0,Action,Unknown,0.07,0.06,0.010000000000000009
WWE All Stars,PS2,2011.0,Fighting,THQ,0.11,0.09999999999999999,0.010000000000000009
NBA ShootOut 98,PS,1998.0,Sports,Sony Computer Entertainment,0.78,0.77,0.010000000000000009
AirForce Delta Strike,PS2,2004.0,Simulation,Konami Digital Entertainment,0.11,0.09999999999999999,0.010000000000000009
